,first,second,score
1769,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",Comfort is important to you and you hate getting your hands dirty.,5
1770,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.","At times you can be lazy, hoping or expecting someone else to do the dirty work.",5
1771,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.","Self-control needs to be developed and added to the qualifications you already possess -warmth, charm, sympathy, artistic.",5
1772,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.","Guard against possessiveness, jealousy, and taking the easy way out in your relationships.",5
1773,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",You aim to please in practical and earthy ways.,5
1774,"Mentally restless, you may change jobs or locations frequently, or do work that involves movement, travel, and variety.",More about,na
1775,You grasp concepts easily and may become impatient with those who don't learn as quickly.,"If you have Venus in Taurus, in love affairs you are generally loyal and steady, especially if your partner is demonstrative and affectionate.",5
1776,You grasp concepts easily and may become impatient with those who don't learn as quickly.,You are oriented towards the sensual side of life in everything you do and it may show through too much weight.,5
1777,You grasp concepts easily and may become impatient with those who don't learn as quickly.,"You are tremendously responsive to beauty and physical appearances, and the physical attractiveness of your partner is very important to you.",5
1778,You grasp concepts easily and may become impatient with those who don't learn as quickly.,You enjoy indulging yourself and the ones you love and it is too easy for you to be extravagant and perhaps to put too much value in material things.,5
1779,You grasp concepts easily and may become impatient with those who don't learn as quickly.,Comfort is important to you and you hate getting your hands dirty.,5
